close_price,ema_20,rsi,macd,macd_signal,bollinger_upper,bollinger_lower,atr,volume,label,stock
994.5986328125,994.5986328125,50.0,0.0,0.0,1164.8561296584317,963.722715556412,21.912349958178677,7396198,HOLD,TATAMOTORS.NS
993.2601318359375,994.4711565290179,50.0,-0.10677500667736695,-0.02135500133547339,1164.8561296584317,963.722715556412,21.912349958178677,10384177,HOLD,TATAMOTORS.NS
1018.9392700195312,996.801453051924,50.0,1.8592644301633072,0.35476888496428277,1164.8561296584317,963.722715556412,21.912349958178677,11469098,HOLD,TATAMOTORS.NS
1081.650146484375,1004.8822809978717,50.0,8.38099755958251,1.9600146198879285,1164.8561296584317,963.722715556412,21.912349958178677,32766835,HOLD,TATAMOTORS.NS
1108.76708984375,1014.7760723165268,50.0,15.558282557914254,4.679668207493194,1164.8561296584317,963.722715556412,21.912349958178677,21232845,HOLD,TATAMOTORS.NS
1114.41845703125,1024.2658232417384,50.0,21.45503049398144,8.034740664790842,1164.8561296584317,963.722715556412,21.912349958178677,11850624,HOLD,TATAMOTORS.NS
1151.94580078125,1036.4258211026442,50.0,28.82412219039884,12.192616969912443,1164.8561296584317,963.722715556412,21.912349958178677,28592304,HOLD,TATAMOTORS.NS
1146.7901611328125,1046.9367106293269,50.0,33.8578709584815,16.525667767626256,1164.8561296584317,963.722715556412,21.912349958178677,10860623,HOLD,TATAMOTORS.NS
1134.64453125,1055.2898364027242,50.0,36.44696437919379,20.509927089939765,1164.8561296584317,963.722715556412,21.912349958178677,14375948,HOLD,TATAMOTORS.NS
1087.3016357421875,1058.3385791969588,50.0,34.28346511697259,23.264634695346334,1164.8561296584317,963.722715556412,21.912349958178677,21967812,HOLD,TATAMOTORS.NS
1007.7852172851562,1053.5239733005967,50.0,25.854531001942178,23.782613956665504,1164.8561296584317,963.722715556412,21.912349958178677,26651144,HOLD,TATAMOTORS.NS
1005.1082763671875,1048.912954545034,50.0,18.742481567913046,22.774587478915013,1164.8561296584317,963.722715556412,21.912349958178677,16726393,HOLD,TATAMOTORS.NS
1016.559814453125,1045.8317031077092,50.0,13.870286541635778,20.993727291459166,1164.8561296584317,963.722715556412,21.912349958178677,9978703,HOLD,TATAMOTORS.NS
1032.8695068359375,1044.5972082246833,55.718507488059196,11.19603186450172,19.03418820606768,1164.8561296584317,963.722715556412,43.157504168922294,19529790,HOLD,TATAMOTORS.NS
1058.994873046875,1045.9684143982254,58.925370104052114,11.057302776855977,17.43881112022534,1164.8561296584317,963.722715556412,43.8479925017487,15443008,HOLD,TATAMOTORS.NS
1066.976318359375,1047.96916715643,60.03238229851854,11.459299239932989,16.24290874416687,1164.8561296584317,963.722715556412,42.675927613529076,11311050,HOLD,TATAMOTORS.NS
1044.4697265625,1047.6358870998654,53.504825166375944,9.848265792850043,14.963980153903503,1164.8561296584317,963.722715556412,41.88629703425365,7508231,HOLD,TATAMOTORS.NS
1053.2939453125,1048.174749786783,45.43131254326893,9.177755433536277,13.806735209830059,1164.8561296584317,963.722715556412,38.37364267682572,8211830,HOLD,TATAMOTORS.NS
1088.987060546875,1052.0616365258393,46.898789510108344,11.395151034724222,13.324418374808891,1164.8561296584317,963.722715556412,38.42321281718056,11435650,HOLD,TATAMOTORS.NS
1078.4278564453125,1054.5727050895987,44.44273968306266,12.16023784767026,13.091582269381167,1164.8561296584317,963.722715556412,38.45154205273628,6911441,HOLD,TATAMOTORS.NS
1077.634765625,1056.769091807256,37.057514880256356,12.557820124595537,12.984829840424041,1163.6047331149139,973.27772538118,35.30714655983303,5625723,HOLD,TATAMOTORS.NS
1075.9490966796875,1058.5957589379639,37.51091097846728,12.59173783168194,12.906211438675621,1160.9275298748028,984.2238251056659,34.55645964285732,4869876,HOLD,TATAMOTORS.NS
1059.3419189453125,1058.6668217958065,36.92995923127153,11.1500268389741,12.554974518735317,1159.5668713891425,989.6247484839043,33.8695122936922,9377476,HOLD,TATAMOTORS.NS
1075.899658203125,1060.3080443107892,47.78420129951772,11.214260653413248,12.286831745670904,1159.2177345673122,989.3988364776095,31.730767555053724,10179655,HOLD,TATAMOTORS.NS
1083.0877685546875,1062.4775418578272,70.35645329319759,11.710198961677861,12.171505188872297,1156.5043741842312,989.5442647317844,27.33285772084312,9415039,SELL,TATAMOTORS.NS
1068.06689453125,1063.0098611600579,65.95473772716052,10.767058694640127,11.890615890025863,1151.8901540416527,989.5233286243629,25.165777202737313,8813305,HOLD,TATAMOTORS.NS
1065.3900146484375,1063.2365424446655,62.95030338033878,9.691889335857695,11.45087057919223,1137.9918492289555,994.7660548237789,24.609848220926047,8145376,HOLD,TATAMOTORS.NS
1112.0885009765625,1067.8891099238938,68.09330558678158,12.464306675398802,11.653557798433546,1129.4076072834284,999.8801307536808,27.789655754490745,40658159,HOLD,TATAMOTORS.NS
1101.876220703125,1071.125977617154,60.56165424746364,13.679730305073917,12.05879229976162,1121.6849410073833,1004.3259659750387,26.585731559548403,17647545,HOLD,TATAMOTORS.NS
1083.335693359375,1072.2888076878417,53.83008786430076,12.997074496855475,12.24644873918039,1121.1668729367805,1004.4474398073602,26.521991065505258,8116675,HOLD,TATAMOTORS.NS
1075.8499755859375,1072.6279665352793,57.902629321872894,11.716964118212445,12.140551814986802,1118.703760773738,1013.7170278004811,25.803167745543664,5088731,HOLD,TATAMOTORS.NS
1071.2396240234375,1072.4957434389132,54.6173391668682,10.212724647130699,11.75498638141558,1113.4356324975745,1025.598290842269,25.303883165372813,4665908,HOLD,TATAMOTORS.NS
1060.0360107421875,1071.3091022297012,41.47694970341264,8.024069590119097,11.008803023156286,1108.2621316665723,1035.119411302178,23.979558778892493,7900593,HOLD,TATAMOTORS.NS
1040.40478515625,1068.3658339369915,39.37379106127337,4.651845272612491,9.737411473047526,1107.0768248808079,1037.0582459199734,24.71962094240863,8717377,HOLD,TATAMOTORS.NS
